Unique Category ID,Parent Category Name,Georgian Parent Category Name,Parent Category Sort Order,Parent Category Type,Unique Child Category ID, Child Category Name,Georgian Child Category Name,Child Category Sort Order,Child Category Type,Type,"Exists Question
(must use unique # of reach question)",Questions to show if Exists (use # from exists question column),Unique Question Id,Question,Georgian Question,Question Sort Order,Validation Equation,Georgian Validation Equation,Evidence is Angle?,Evidence 1,Geogian Evidence 1,Evidence 2,Geogian Evidence 2,Evidence 3,Geogian Evidence 3,Venue,Domestic Legal Requirement,Convention Category,Reference,Reference Georgian,Help Text,Help Text Georgian
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,429,The restroom floor is level and even,,29,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,430,The height of the sink is adequate ,,30,0.80m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,431,Sink controls can be operated with only one hand,,31,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,432,The distance between the sink and the wall is adequate,,32,0.20m,,,Distance (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,433,Soap dispenser height is adequate,,33,0.85m,,,Height (m),,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,s,,,434, Color of soap dispenser contrasts from the color of the wall,,34,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,s",,,435, Soap dispenser is in consistent location throughout all restrooms for this place,,35,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,436,Towel rack or drying device is positioned at an adequate height,,36,0.85m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 10(4) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,s,,,437, Towel rack color contrasts from wall,,37,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,s",,,438, Towel rack in consistent location throughout all restrooms for this place,,38,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,439,Mirror is placed at an adequate height (measured from bottom),,39,0.85m ,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 10(4) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",72,,440,Bathroom has an emergency call button,,40,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,72,441,Height of emergency call button is adequate,,41,1.0m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",,,442,There is enough space in the bathroom to allow for maneuvering and orientation,,42,,,,,,,,,,Hotel,1,Physical environment/Facilities,"Article 3(8), 10(1)) of Accessibility Standards",,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",,,443,Width of bathroom is adequate,,43,>1.90m,,,Width (m),,,,,,Hotel,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",,,444,Depth of bathroom is adequate,,44,>1.90m,,,Depth (m),,,,,,Hotel,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,445, Bathroom has a sitting toilet (not a squat toilet),,45,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,446,Height of toilet is adequate,,46,0.3m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 10(3) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",,,447,Toilet has vertical supporting handrails on both sides,,47,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 10(3) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,448,There is enough space so that a wheelchair can fit next to toilet ,,48,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,449,Toilet can be flushed using only one hand,,49,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,450,Hook for personal items is placed at a low height for wheelchair users,,50,,,,Height (m),,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",41,,451,Bathroom has handrails on the side wall to assist getting on toilet,,51,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 10(2) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,41,452,Height of handrails is adequate,,52,0.8m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 10(2) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,453,Floor of stall has a drain,,53,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,454, Shower/bathtub head is on flexible hose,,54,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,455, Shower/bathtub controls can be operated with one hand,,55,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,,,,,,m,,,456, Height of at least one reception desk is adequate ,,1,>0.67m and <0.80m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
16,Hostel,,,custom,,,,,,"b,m,s",,,457,There is enough space in front of the reception desk/table to allow for maneuvering and orientation,,2,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
16,Hostel,,,custom,,,,,,m,,,458,Main desk/counter has a folding shelf at adequate height for wheelchairs (not relevant if main desk/counter is at an adequate height),,3,>0.67m and <0.80m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities, Article 3(9) of Accessibility Standards ,,,
16,Hostel,,,custom,,,,,,m,,,459,Path to room is accessible,,4,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,,,,,,"b,d,h,m,s",,,460,Path to room is free of barriers,,5,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,,,,,,"b,m,s",,,461,"
There is enough space on at least one side of the bed to allow for maneuvering and orientation",,6,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,,,,,,m,,,462,The height of the light switch is adequate,,7,1.0m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
16,Hostel,,,custom,,,,,,m,,,463,"Light switch is adequate distance from the door, when the door is open (if the light switch is on same side as the door when the door is open)",,8,>1.4m,,,Distance (m),,,,,,Hostel,1,Physical environment/Facilities,Article 9(8) of Accessibility Standards,,,
16,Hostel,,,custom,,,,,,"b,s",,,464, Light switches are in a consistent location throughout all rooms in this place,,9,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,,,,,,m,,,465,The height of electrical plugs is low enough for wheelchair users,,10,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,,,,,,"b,s",,,466, Electrical plugs are in a consistent location throughout all rooms in this place,,11,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,467,The path to the bathroom is accessible,,12,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,468,The path to the bathroom is free of barriers,,13,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,469,"The door has an adequate, wide opening.",,14,>0.90m,,,Width (m),,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,470, The bathroom door opens outward,,15,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 11(3) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",42,,471, Door has automatic opener,,16,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,42,472,Height of automatic door opener button is adequate,,17,1.0m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,s,,42,473, The color of the automatic door opener button contrasts with the color of the frame,,18,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,s",,42,474, Automatic door opener button has Braille,,19,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,475, The surface of the doorway is flat and level ,,20,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,476, User can open door easily with one hand and little force,,21,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,477,Door has a functioning lock on the inside,,22,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 11(4) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,73,,478,Height of lock is adequate,,23,1.0m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,73,479,Height of light switch is adequate,,24,1.0m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,480,"Light switch is adequate distance from the door, when the door is open (if the light switch is on same side as the door when the door is open)",,25,>1.4m,,,Distance (m),,,,,,Hostel,1,Physical environment/Facilities,Article 9(8) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,s",,,481, Light switch is in consistent location throughout all restrooms for this place,,26,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,482, Restroom interior has adequate space for maneuvering and orientation,,27,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,483,The restroom floor is slip-resistant,,28,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 11(4) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,484,The restroom floor is level and even,,29,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,485,The height of the sink is adequate ,,30,0.80m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,486,Sink controls can be operated with only one hand,,31,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,487,The distance between the sink and the wall is adequate,,32,0.20m,,,Distance (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,488,Soap dispenser height is adequate,,33,0.85m,,,Height (m),,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,s,,,489, Color of soap dispenser contrasts from the color of the wall,,34,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,s",,,490, Soap dispenser is in consistent location throughout all restrooms for this place,,35,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,491,Towel rack or drying device is positioned at an adequate height,,36,0.85m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 10(4) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,s,,,492, Towel rack color contrasts from wall,,37,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,s",,,493, Towel rack in consistent location throughout all restrooms for this place,,38,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,494,Mirror is placed at an adequate height (measured from bottom),,39,0.85m ,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 10(4) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",74,,495,Bathroom has an emergency call button,,40,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,74,496,Height of emergency call button is adequate,,41,1.0m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,497,Bathroom has adequate space for maneuvering and orientation,,42,,,,,,,,,,Hostel,1,Physical environment/Facilities,"Article 3(8), 10(1)) of Accessibility Standards",,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,498,Width of bathroom is adequate,,43,>1.90m,,,Width (m),,,,,,Hostel,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,499,Depth of bathroom is adequate,,44,>1.90m,,,Depth (m),,,,,,Hostel,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,500, Bathroom has a sitting toilet (not a squat toilet),,45,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,501,Height of toilet is adequate,,46,0.3m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 10(3) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",,,502,Toilet has vertical supporting handrails on both sides,,47,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 10(3) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,503,There is enough space so that a wheelchair can fit next to toilet ,,48,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,504,Toilet can be flushed using only one hand,,49,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,505,Hook for personal items is placed at a low height for wheelchair users,,50,,,,Height (m),,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,m,s",43,,506,Bathroom has handrails on the side wall to assist getting on toilet,,51,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 10(2) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,43,507,Height of handrails is adequate,,52,0.8m,,,Height (m),,,,,,Hostel,1,Physical environment/Facilities,Article 10(2) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,508,Floor of stall has a drain,,53,,,,,,,,,,Hostel,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,m,,,509, Shower/bathtub head is on flexible hose,,54,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
16,Hostel,,,custom,16a,Bathroom,,1,custom,"b,d,h,m,s",,,510, Shower/bathtub controls can be operated with one hand,,55,,,,,,,,,,Hostel,,Physical environment/Facilities,,,,
17,Hospital,,,custom,,,,,,"m,b,d,h,s",,,511,At least one ward is accessible,,1,,,,Number (#),,,,,,Hospital,1,Physical environment/Facilities,Article 3(13) of Accessibility Standards,,,
17,Hospital,,,custom,,,,,,"b,m,s",,,512,Width between beds in ward is adequate,,2,>1.50m,,,Width (m),,,,,,Hospital,1,Physical environment/Facilities,Article 3(13) of Accessibility Standards,,,
17,Hospital,,,custom,,,,,,"m,b,d,h,s",,,513,At least one reception/waiting area is accessible,,3,,,,Number (#),,,,,,Hospital,1,Physical environment/Facilities,Article 3(13) of Accessibility Standards,,,
17,Hospital,,,custom,,,,,,"m,b,d,h,s",,,514,At least one restroom is accessible,,4,,,,Number (#),,,,,,Hospital,1,Physical environment/Facilities,Article 3(13) of Accessibility Standards,,,
17,Hospital,,,custom,,,,,,"b,m,s",,,515,Width of emergency room door is adequate ,,5,>1.20m,,,Width (m),,,,,,Hospital,1,Physical environment/Facilities,Article 3(13) of Accessibility Standards,,,
18,Day Care Center,,,custom,,,,,,"m,b,d,h,s",,,516,At least one parking space is designated for people with disabilities,,1,,,,Number (#),,,,,,Day Care Center,1,Physical environment/Facilities,Article 31(3) of Accessibility Standards ,,,
19,Stadium,,,custom,,,,,,"m,b,d,h,s",44,,517,Designated seating area for people with disabilities exists,,1,,,,Number (#),,,,,,Stadium,1,Physical environment/Facilities,,,Please enter the number of seats in the area,
19,Stadium,,,custom,,,,,,"b,m,s",,44,518,"
The designated area has enough space to allow for maneuvering and orientation",,2,,,,,,,,,,Stadium,,Physical environment/Facilities,,,,
19,Stadium,,,custom,,,,,,"b,d,h,m,s",,,519,Disability-specific sporting and recreational activities are available,,3,,,,,,,,,,Stadium,,Services,,,,
20,Other sports and recreation,,,custom,,,,,,"b,d,h,m,s",,,520,Disability-specific sporting and recreational activities are available,,1,,,,,,,,,,Other sports and recreation,,Services,,,,
21,Garden / park,,,custom,,,,,,"b,m,s",,,521,The width of the area in front of benches is adequate,,1,>1.5m,,,Width (m),,,,,,Garden / park,1,Physical environment/Facilities,Article 30(12) of Accessibility Standards,,,
21,Garden / park,,,custom,,,,,,"b,s",,,522,A tactile map of the park is available,,2,,,,,,,,,,Garden / park,1,Information and Communication,Article 30(1) of Accessibility Standards,,,
22,Amusement park,,,custom,,,,,,"b,m,s",,,523,The width of the area in front of benches is adequate,,1,>1.5m,,,Width (m),,,,,,Amusement park,1,Physical environment/Facilities,Article 30(12) of Accessibility Standards,,,
23,Cinema / theater,,,custom,,,,,,"b,d,h,m,s",65,,524,Designated seating area for people with disabilities exists,,1,,,,,,,,,,Cinema / theater,,Physical environment/Facilities,,,,
23,Cinema / theater,,,custom,,,,,,"b,m,s",,65,525,The designated area has enough space to allow for maneuvering and orientation,,2,,,,,,,,,,Cinema / theater,,Physical environment/Facilities,,,,
24,Museum,,,custom,,,,,,"b,s",,,526, A detailed audio guide for the exhibits is available,,1,,,,,,,,,,Museum,,Information and Communication,,,,
25,Historical landmark (does not include places of worship),,,custom,,,,,,"b,s",,,527, Detailed audio guide for the place is available,,1,,,,,,,,,,Historical landmark (does not include places of worship),,Information and Communication,,,,
26,Beach,,,custom,,,,,,s,,,528, The color of the seats contrasts from the colors of the sand and water ,,1,,,,,,,,,,Beach,,Physical environment/Facilities,,,,
26,Beach,,,custom,,,,,,s,,,529,The color of the umbrella contrasts from the colors of the sand and water,,2,,,,,,,,,,Beach,,Physical environment/Facilities,,,,
27,Zoo,,,custom,,,,,,"b,s",,,530, A detailed audio guide for the place is available,,1,,,,,,,,,,Zoo,,Information and Communication,,,,
27,Zoo,,,custom,,,,,,m,,,531,The height of the signs on the cages is adequate ,,2,<1.8m,,,Height (m),,,,,,Zoo,,Physical environment/Facilities,,,,
27,Zoo,,,custom,,,,,,s,,,532,The signs on the cages use high contrast colors,,3,,,,,,,,,,Zoo,,Information and Communication,,,,
27,Zoo,,,custom,,,,,,"b,s",,,533, The signs on cages have Braille,,4,,,,,,,,,,Zoo,,Information and Communication,,,,
27,Zoo,,,custom,,,,,,"b,s",,,534, The signs on the cages are in a consistent height and location throughout zoo,,5,,,,,,,,,,Zoo,,Physical environment/Facilities,,,,
27,Zoo,,,custom,,,,,,"b,s",,,535, Detailed models of animals are available for touching,,6,,,,,,,,,,Zoo,,Information and Communication,,,,
27,Zoo,,,custom,,,,,,"b,s",,,536, Samples of animal skin and fur are available for touching,,7,,,,,,,,,,Zoo,,Information and Communication,,,,
27,Zoo,,,custom,,,,,,"b,m,s",,,537,The width of the area in front of benches is adequate,,8,>1.5m,,,Width (m),,,,,,Zoo,1,Physical environment/Facilities,Article 30(12) of Accessibility Standards,,,
28,Pool,,,custom,,,,,,"b,s",,,538, A raised step is located around the border of the entire pool,,1,,,,,,,,,,Pool,,Physical environment/Facilities,,,,
28,Pool,,,custom,,,,,,m,,,539, A swing is available to assist entry into the pool,,2,,,,,,,,,,Pool,,Physical environment/Facilities,,,,
29,Restaurant,,,custom,,,,,,m,,,540,At least one table has a low height for wheelchair users,,1,,,,Number (#),,,,,,Restaurant,1,Physical environment/Facilities,"Article 3(12), 29(3) of Accessibility Standards. ",,"The table should be at a low height, but also high enough so that it fits over wheelchair armrest.",
29,Restaurant,,,custom,,,,,,m,,,541,Tables at low height for wheelchair users are not arranged separately from other tables,,2,,,,,,,,,,Restaurant,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
29,Restaurant,,,custom,,,,,,"b,m,s",,,542,Distance between tables is adequate,,3,>1.2m,,,Distance (m),,,,,,Restaurant,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
29,Restaurant,,,custom,,,,,,m,,,543,Height of self-service counters is adequate,,4,0.85m,,,Height (m),,,,,,Restaurant,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
29,Restaurant,,,custom,,,,,,"b,m,s",,,544,Width of self-service line is adequate,,5,>1.10m,,,Width (m),,,,,,Restaurant,1,Physical environment/Facilities,Article 29(4) of Accessibility Standards,,,
30,Cafe / bar,,,custom,,,,,,m,,,545,At least one table has a low height for wheelchair users,,1,,,,Number (#),,,,,,Cafe / bar,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards. ,,"The table should be at a low height, but also high enough so that it fits over wheelchair armrest.",
30,Cafe / bar,,,custom,,,,,,m,,,546,Tables at low height are not arranged separately from other tables,,2,,,,,,,,,,Cafe / bar,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
30,Cafe / bar,,,custom,,,,,,"b,m,s",,,547,Distance between tables is adequate,,3,>1.2m,,,Distance (m),,,,,,Cafe / bar,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
30,Cafe / bar,,,custom,,,,,,m,,,548,Height of self-service counters is adequate,,4,0.85m,,,Height (m),,,,,,Cafe / bar,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
30,Cafe / bar,,,custom,,,,,,m,,,549,Width of self-service line is adequate,,5,>1.10m,,,Width (m),,,,,,Cafe / bar,1,Physical environment/Facilities,Article 29(4) of Accessibility Standards,,,
31,Fast food,,,custom,,,,,,m,,,550,At least one table has a low height for wheelchair users,,1,,,,Number (#),,,,,,Fast food,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards. ,,"The table should be at a low height, but also high enough so that it fits over wheelchair armrest.",
31,Fast food,,,custom,,,,,,m,,,551,Tables at low height are not arranged separately from other tables,,2,,,,,,,,,,Fast food,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
31,Fast food,,,custom,,,,,,"b,m,s",,,552,Distance between tables is adequate,,3,>1.2m,,,Distance (m),,,,,,Fast food,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
31,Fast food,,,custom,,,,,,m,,,553,Height of self-service counters is adequate,,4,0.85m,,,Height (m),,,,,,Fast food,1,Physical environment/Facilities,Article 3(12) of Accessibility Standards,,,
31,Fast food,,,custom,,,,,,"b,m,s",,,554,Width of self-service line is adequate,,5,>1.10m,,,Width (m),,,,,,Fast food,1,Physical environment/Facilities,Article 29(4) of Accessibility Standards,,,
32,Store,,,custom,,,,,,m,,,555,Height of service counters is adequate,,1,>0.67m and <0.80m,,,Height (m),,,,,,Store,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
32,Store,,,custom,,,,,,m,,,556,Length of service counters is adequate,,2,0.92m,,,Length (m),,,,,,Store,1,Physical environment/Facilities,Article 3(14) of Accessibility Standards,,,
32,Store,,,custom,,,,,,"b,m,s",,,557,Distance between counters is adequate,,3,>0.90m,,,Distance (m),,,,,,Store,1,Physical environment/Facilities,Article 3(14) of Accessibility Standards,,,
33,Kindergarten,,,custom,,,,,,m,,,558, The desk/table height in libraries is adequate,,1,>0.67m and <0.80m,,,Height (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,m,,,559,The desk height in classrooms is adequate,,2,>0.67m and <0.80m,,,Height (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,"b,m,s",,,560,The distance between desks in classrooms is adequate,,3,>1.2m,,,Distance (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,m,,,561,Cubbies/closets for students' personal items are arranged at a low height for wheelchair users,,4,,,,Height (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,"b,m,s",,,562,The distance between desks/tables in libraries is adequate,,5,>1.2m,,,Distance (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,"b,d,h,m,s",,,563,The kindergarten offers inclusive education for people with disabilities,,6,,,,,,,,,,Kindergarten,,Services,,,,
33,Kindergarten,,,custom,,,,,,"b,d,h,m,s",66,,564, The kindergarten has at least one teacher certified in special education,,7,,,,,,,,,,Kindergarten,,Services,,,,
33,Kindergarten,,,custom,,,,,,"b,s",,66,565,At least one teacher has credentials to teach students who are blind or partially sighted,,8,,,,,,,,,,Kindergarten,,Services,,,,
33,Kindergarten,,,custom,,,,,,"d,h",,66,566,At least one teacher has credentials to teach students who are deaf or hard of hearing,,9,,,,,,,,,,Kindergarten,,Services,,,,
33,Kindergarten,,,custom,,,,,,"b,d,h,m,s",,66,567,At least one teacher has credientials to teach children who have autism,,10,,,,,,,,,,Kindergarten,,Services,,,,
33,Kindergarten,,,custom,,,,,,"b,d,h,m,s",,66,568,At least one teacher has credentials to teach children who have other intellectual disabilities,,11,,,,,,,,,,Kindergarten,,Services,,,,
33,Kindergarten,,,custom,,,,,,m,,,569,Cubbies/closets for students' personal items are arranged at a low height for wheelchair users,,12,,,,,,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,"b,m,s",,,570,Width of space between tables in cafeteria is adequate,,13,>1.2m,,,Width (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,m,,,571,Table height in cafeteria is adequate,,14,>0.67m and <0.80m,,,Height (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
33,Kindergarten,,,custom,,,,,,m,,,572,Counter height in cafeteria is adequate,,15,>0.67m and <0.80m,,,Height (m),,,,,,Kindergarten,,Physical environment/Facilities,,,,
